statename,sector,sector_type,wealth_index,bpl,aadhar,health_insu_govt,household_has_preg_benefits,household_has_preg_fin,household_health_met,household_angan_benefits,household_angan_immun,household_angan_ecc,round,year,dem
Meghalaya,1,Urban,3,0.18,0.01,0.23,0.15,0.17,0.19,0.21,0.06,0.02,4,2015,All Households
Meghalaya,1,Urban,4,0.10,0.03,0.20,0.08,0.08,0.11,0.11,0.03,0.02,4,2015,All Households
Meghalaya,1,Urban,5,0.06,0.03,0.15,0.07,0.07,0.12,0.09,0.04,0.02,4,2015,All Households
Meghalaya,99,All,1,0.26,0.01,0.21,0.33,0.10,0.27,0.44,0.18,0.09,4,2015,All Households
Meghalaya,99,All,2,0.25,0.00,0.33,0.30,0.10,0.25,0.40,0.15,0.07,4,2015,All Households
Meghalaya,99,All,3,0.20,0.01,0.41,0.26,0.13,0.25,0.35,0.13,0.07,4,2015,All Households
Meghalaya,99,All,4,0.11,0.02,0.31,0.16,0.08,0.18,0.20,0.06,0.04,4,2015,All Households
Meghalaya,99,All,5,0.08,0.02,0.26,0.11,0.06,0.14,0.12,0.05,0.02,4,2015,All Households
Mizoram,0,Rural,1,0.65,0.95,0.28,0.39,0.10,0.14,0.42,0.18,0.19,5,2019,All Households
Mizoram,0,Rural,2,0.60,0.96,0.48,0.39,0.17,0.12,0.39,0.19,0.21,5,2019,All Households
Mizoram,0,Rural,3,0.36,0.98,0.58,0.41,0.18,0.11,0.37,0.18,0.18,5,2019,All Households
Mizoram,0,Rural,4,0.17,0.97,0.66,0.35,0.15,0.09,0.32,0.13,0.12,5,2019,All Households
Mizoram,0,Rural,5,0.06,0.99,0.62,0.39,0.19,0.08,0.34,0.14,0.10,5,2019,All Households
Mizoram,1,Urban,1,0.85,0.79,0.19,0.49,0.17,0.00,0.49,0.16,0.00,5,2019,All Households
Mizoram,1,Urban,2,0.53,0.88,0.33,0.47,0.23,0.08,0.37,0.13,0.07,5,2019,All Households
Mizoram,1,Urban,3,0.32,0.95,0.43,0.31,0.18,0.08,0.31,0.12,0.10,5,2019,All Households
Mizoram,1,Urban,4,0.12,0.97,0.45,0.29,0.19,0.07,0.27,0.12,0.08,5,2019,All Households
Mizoram,1,Urban,5,0.02,0.99,0.33,0.25,0.15,0.09,0.23,0.08,0.06,5,2019,All Households
Mizoram,99,All,1,0.65,0.94,0.28,0.39,0.10,0.14,0.42,0.18,0.19,5,2019,All Households
Mizoram,99,All,2,0.59,0.95,0.46,0.40,0.18,0.11,0.39,0.18,0.19,5,2019,All Households
Mizoram,99,All,3,0.34,0.97,0.52,0.37,0.18,0.10,0.34,0.15,0.15,5,2019,All Households
Mizoram,99,All,4,0.13,0.97,0.51,0.31,0.18,0.08,0.28,0.12,0.09,5,2019,All Households
Mizoram,99,All,5,0.03,0.99,0.37,0.27,0.15,0.09,0.24,0.09,0.07,5,2019,All Households
Mizoram,0,Rural,1,0.52,0.19,0.21,0.08,0.05,0.06,0.27,0.07,0.05,4,2015,All Households
Mizoram,0,Rural,2,0.59,0.37,0.45,0.21,0.14,0.14,0.42,0.12,0.17,4,2015,All Households
Mizoram,0,Rural,3,0.46,0.50,0.58,0.24,0.20,0.19,0.43,0.13,0.20,4,2015,All Households
Mizoram,0,Rural,4,0.24,0.61,0.58,0.22,0.20,0.20,0.38,0.15,0.15,4,2015,All Households
Mizoram,0,Rural,5,0.06,0.56,0.58,0.26,0.31,0.23,0.48,0.22,0.23,4,2015,All Households
Mizoram,1,Urban,1,0.29,0.60,0.26,0.20,0.10,0.07,0.27,0.15,0.15,4,2015,All Households
Mizoram,1,Urban,2,0.45,0.79,0.35,0.25,0.26,0.13,0.44,0.20,0.21,4,2015,All Households
Mizoram,1,Urban,3,0.40,0.64,0.42,0.26,0.27,0.13,0.43,0.20,0.17,4,2015,All Households
Mizoram,1,Urban,4,0.25,0.68,0.45,0.21,0.24,0.15,0.37,0.14,0.15,4,2015,All Households
Mizoram,1,Urban,5,0.06,0.63,0.35,0.19,0.19,0.13,0.29,0.12,0.11,4,2015,All Households
Mizoram,99,All,1,0.50,0.21,0.21,0.09,0.06,0.06,0.27,0.08,0.06,4,2015,All Households
Mizoram,99,All,2,0.57,0.42,0.43,0.21,0.15,0.14,0.42,0.13,0.18,4,2015,All Households
Mizoram,99,All,3,0.44,0.55,0.53,0.24,0.22,0.17,0.43,0.15,0.19,4,2015,All Households
Mizoram,99,All,4,0.25,0.66,0.50,0.22,0.23,0.17,0.37,0.15,0.15,4,2015,All Households
Mizoram,99,All,5,0.06,0.62,0.37,0.19,0.20,0.14,0.31,0.13,0.13,4,2015,All Households
Nagaland,0,Rural,1,0.82,0.96,0.19,0.15,0.08,0.14,0.36,0.08,0.00,5,2019,All Households
Nagaland,0,Rural,2,0.82,0.98,0.19,0.12,0.07,0.12,0.26,0.07,0.00,5,2019,All Households
Nagaland,0,Rural,3,0.73,0.98,0.17,0.11,0.10,0.11,0.24,0.06,0.00,5,2019,All Households
Nagaland,0,Rural,4,0.63,0.96,0.12,0.13,0.09,0.07,0.26,0.09,0.01,5,2019,All Households
Nagaland,0,Rural,5,0.64,1.00,0.06,0.09,0.08,0.11,0.15,0.05,0.00,5,2019,All Households
Nagaland,1,Urban,1,0.54,0.93,0.14,0.01,0.01,0.09,0.20,0.02,0.00,5,2019,All Households
Nagaland,1,Urban,2,0.49,0.96,0.13,0.09,0.10,0.07,0.19,0.09,0.00,5,2019,All Households
Nagaland,1,Urban,3,0.46,0.99,0.12,0.06,0.11,0.05,0.14,0.05,0.01,5,2019,All Households
Nagaland,1,Urban,4,0.46,1.00,0.10,0.05,0.07,0.05,0.11,0.03,0.00,5,2019,All Households
Nagaland,1,Urban,5,0.41,1.00,0.13,0.02,0.06,0.05,0.06,0.02,0.00,5,2019,All Households
Nagaland,99,All,1,0.80,0.96,0.19,0.14,0.07,0.14,0.35,0.07,0.00,5,2019,All Households
Nagaland,99,All,2,0.75,0.98,0.18,0.11,0.08,0.11,0.25,0.07,0.00,5,2019,All Households
Nagaland,99,All,3,0.60,0.98,0.14,0.09,0.10,0.08,0.19,0.05,0.00,5,2019,All Households
Nagaland,99,All,4,0.52,0.98,0.11,0.08,0.08,0.06,0.17,0.06,0.00,5,2019,All Households
Nagaland,99,All,5,0.48,1.00,0.11,0.04,0.07,0.07,0.09,0.03,0.00,5,2019,All Households
Nagaland,0,Rural,1,0.25,0.83,0.05,0.01,0.03,0.03,0.25,0.03,0.01,4,2015,All Households
Nagaland,0,Rural,2,0.32,0.86,0.08,0.04,0.07,0.04,0.30,0.05,0.00,4,2015,All Households
Nagaland,0,Rural,3,0.36,0.89,0.06,0.05,0.09,0.04,0.23,0.05,0.00,4,2015,All Households
Nagaland,0,Rural,4,0.26,0.86,0.05,0.06,0.12,0.05,0.19,0.05,0.00,4,2015,All Households
Nagaland,0,Rural,5,0.29,0.83,0.03,0.05,0.11,0.05,0.18,0.02,0.00,4,2015,All Households
Nagaland,1,Urban,1,0.23,0.63,0.04,0.04,0.09,0.01,0.03,0.00,0.00,4,2015,All Households
Nagaland,1,Urban,2,0.18,0.84,0.03,0.01,0.14,0.02,0.13,0.02,0.00,4,2015,All Households
Nagaland,1,Urban,3,0.25,0.79,0.03,0.01,0.12,0.03,0.11,0.01,0.00,4,2015,All Households
Nagaland,1,Urban,4,0.24,0.83,0.02,0.01,0.12,0.03,0.08,0.01,0.00,4,2015,All Households
Nagaland,1,Urban,5,0.22,0.87,0.02,0.01,0.12,0.03,0.09,0.02,0.00,4,2015,All Households
Nagaland,99,All,1,0.24,0.81,0.05,0.01,0.04,0.03,0.23,0.02,0.00,4,2015,All Households
Nagaland,99,All,2,0.30,0.85,0.07,0.04,0.08,0.04,0.28,0.05,0.00,4,2015,All Households
Nagaland,99,All,3,0.32,0.86,0.05,0.03,0.10,0.04,0.19,0.03,0.00,4,2015,All Households
Nagaland,99,All,4,0.25,0.84,0.03,0.03,0.12,0.04,0.12,0.03,0.00,4,2015,All Households
Nagaland,99,All,5,0.24,0.86,0.03,0.02,0.11,0.04,0.12,0.02,0.00,4,2015,All Households
Odisha,0,Rural,1,0.63,0.99,0.48,0.44,0.27,0.55,0.41,0.36,0.26,5,2019,All Households
Odisha,0,Rural,2,0.55,1.00,0.53,0.40,0.29,0.59,0.38,0.33,0.22,5,2019,All Households
Odisha,0,Rural,3,0.47,1.00,0.52,0.41,0.30,0.60,0.39,0.34,0.23,5,2019,All Households
Odisha,0,Rural,4,0.31,1.00,0.46,0.47,0.34,0.62,0.44,0.40,0.26,5,2019,All Households
Odisha,0,Rural,5,0.14,0.99,0.40,0.45,0.27,0.62,0.42,0.36,0.21,5,2019,All Households
Odisha,1,Urban,1,0.55,0.98,0.25,0.39,0.21,0.48,0.34,0.31,0.23,5,2019,All Households
Odisha,1,Urban,2,0.50,1.00,0.33,0.33,0.24,0.51,0.31,0.25,0.18,5,2019,All Households
Odisha,1,Urban,3,0.39,1.00,0.23,0.37,0.26,0.47,0.34,0.30,0.20,5,2019,All Households
Odisha,1,Urban,4,0.27,1.00,0.20,0.31,0.22,0.45,0.28,0.24,0.14,5,2019,All Households
Odisha,1,Urban,5,0.09,1.00,0.12,0.28,0.18,0.34,0.24,0.20,0.11,5,2019,All Households
Odisha,99,All,1,0.62,0.99,0.46,0.43,0.27,0.54,0.41,0.35,0.26,5,2019,All Households
Odisha,99,All,2,0.54,1.00,0.51,0.39,0.28,0.58,0.37,0.32,0.22,5,2019,All Households
Odisha,99,All,3,0.45,1.00,0.47,0.41,0.30,0.58,0.38,0.34,0.22,5,2019,All Households
Odisha,99,All,4,0.30,1.00,0.37,0.41,0.29,0.56,0.38,0.34,0.22,5,2019,All Households
Odisha,99,All,5,0.10,1.00,0.21,0.34,0.21,0.43,0.30,0.25,0.15,5,2019,All Households
Odisha,0,Rural,1,0.56,0.86,0.49,0.34,0.27,0.17,0.40,0.32,0.24,4,2015,All Households
Odisha,0,Rural,2,0.50,0.89,0.51,0.32,0.30,0.17,0.37,0.30,0.21,4,2015,All Households
Odisha,0,Rural,3,0.35,0.90,0.49,0.33,0.33,0.19,0.36,0.30,0.20,4,2015,All Households
Odisha,0,Rural,4,0.21,0.91,0.42,0.32,0.28,0.18,0.36,0.30,0.19,4,2015,All Households
Odisha,0,Rural,5,0.11,0.91,0.36,0.26,0.18,0.16,0.31,0.24,0.14,4,2015,All Households
Odisha,1,Urban,1,0.46,0.81,0.31,0.34,0.25,0.15,0.37,0.30,0.23,4,2015,All Households
Odisha,1,Urban,2,0.40,0.84,0.30,0.30,0.23,0.14,0.35,0.28,0.18,4,2015,All Households
Odisha,1,Urban,3,0.31,0.85,0.26,0.29,0.28,0.14,0.34,0.26,0.17,4,2015,All Households
Odisha,1,Urban,4,0.18,0.90,0.18,0.23,0.23,0.13,0.24,0.18,0.11,4,2015,All Households
Odisha,1,Urban,5,0.04,0.88,0.12,0.12,0.10,0.08,0.13,0.10,0.05,4,2015,All Households
Odisha,99,All,1,0.56,0.85,0.48,0.34,0.27,0.17,0.40,0.32,0.24,4,2015,All Households
Odisha,99,All,2,0.49,0.89,0.49,0.32,0.29,0.17,0.36,0.30,0.21,4,2015,All Households
Odisha,99,All,3,0.34,0.89,0.45,0.32,0.32,0.18,0.36,0.29,0.19,4,2015,All Households
Odisha,99,All,4,0.20,0.90,0.33,0.29,0.26,0.16,0.31,0.26,0.16,4,2015,All Households
Odisha,99,All,5,0.06,0.89,0.19,0.16,0.13,0.11,0.18,0.14,0.08,4,2015,All Households
Puducherry,0,Rural,1,0.32,0.96,0.13,0.23,0.16,0.07,0.12,0.05,0.05,5,2019,All Households
Puducherry,0,Rural,2,0.34,1.00,0.22,0.23,0.06,0.14,0.17,0.13,0.09,5,2019,All Households
Puducherry,0,Rural,3,0.27,1.00,0.23,0.19,0.14,0.12,0.12,0.11,0.05,5,2019,All Households
Puducherry,0,Rural,4,0.16,1.00,0.20,0.28,0.06,0.18,0.22,0.13,0.07,5,2019,All Households
Puducherry,0,Rural,5,0.09,1.00,0.19,0.23,0.10,0.16,0.15,0.09,0.05,5,2019,All Households
Puducherry,1,Urban,1,0.37,0.98,0.10,0.25,0.10,0.36,0.25,0.20,0.14,5,2019,All Households
Puducherry,1,Urban,2,0.23,0.99,0.10,0.32,0.22,0.25,0.31,0.25,0.18,5,2019,All Households
Puducherry,1,Urban,3,0.29,1.00,0.18,0.23,0.05,0.19,0.24,0.11,0.05,5,2019,All Households
Puducherry,1,Urban,4,0.30,0.99,0.17,0.28,0.11,0.19,0.23,0.16,0.06,5,2019,All Households
Puducherry,1,Urban,5,0.10,1.00,0.26,0.23,0.08,0.24,0.20,0.16,0.04,5,2019,All Households
Puducherry,99,All,1,0.33,0.97,0.12,0.24,0.14,0.16,0.17,0.10,0.08,5,2019,All Households
Puducherry,99,All,2,0.30,1.00,0.18,0.24,0.09,0.16,0.19,0.15,0.11,5,2019,All Households
Puducherry,99,All,3,0.28,1.00,0.20,0.22,0.09,0.16,0.18,0.11,0.05,5,2019,All Households
Puducherry,99,All,4,0.26,0.99,0.18,0.28,0.10,0.19,0.23,0.15,0.06,5,2019,All Households
Puducherry,99,All,5,0.10,1.00,0.25,0.23,0.09,0.23,0.19,0.14,0.04,5,2019,All Households
Puducherry,0,Rural,1,0.30,0.94,0.21,0.08,0.00,0.13,0.12,0.12,0.04,4,2015,All Households
Puducherry,0,Rural,2,0.16,0.97,0.11,0.33,0.16,0.29,0.34,0.25,0.17,4,2015,All Households
Puducherry,0,Rural,3,0.27,0.98,0.15,0.22,0.13,0.33,0.27,0.19,0.12,4,2015,All Households
Puducherry,0,Rural,4,0.17,1.00,0.13,0.17,0.09,0.28,0.23,0.19,0.12,4,2015,All Households
Puducherry,0,Rural,5,0.23,0.99,0.11,0.32,0.11,0.35,0.36,0.32,0.28,4,2015,All Households
Puducherry,1,Urban,1,0.30,0.86,0.16,0.06,0.00,0.34,0.28,0.28,0.23,4,2015,All Households
Puducherry,1,Urban,2,0.19,0.91,0.16,0.17,0.05,0.32,0.25,0.20,0.06,4,2015,All Households
Puducherry,1,Urban,3,0.25,0.94,0.18,0.26,0.12,0.43,0.31,0.25,0.09,4,2015,All Households
Puducherry,1,Urban,4,0.22,0.99,0.20,0.26,0.16,0.28,0.25,0.16,0.10,4,2015,All Households
Puducherry,1,Urban,5,0.20,0.98,0.24,0.16,0.07,0.32,0.14,0.10,0.04,4,2015,All Households
Puducherry,99,All,1,0.30,0.92,0.19,0.07,0.00,0.19,0.17,0.17,0.11,4,2015,All Households
Puducherry,99,All,2,0.17,0.95,0.13,0.26,0.11,0.30,0.30,0.23,0.13,4,2015,All Households
Puducherry,99,All,3,0.26,0.96,0.17,0.25,0.12,0.39,0.29,0.23,0.10,4,2015,All Households
Puducherry,99,All,4,0.20,0.99,0.17,0.23,0.14,0.28,0.24,0.17,0.10,4,2015,All Households
Puducherry,99,All,5,0.20,0.98,0.23,0.18,0.08,0.33,0.16,0.13,0.07,4,2015,All Households
Punjab,0,Rural,1,0.35,0.97,0.08,0.28,0.07,0.14,0.26,0.18,0.05,5,2019,All Households
Punjab,0,Rural,2,0.30,0.99,0.12,0.27,0.06,0.16,0.28,0.18,0.08,5,2019,All Households
Punjab,0,Rural,3,0.32,0.99,0.16,0.24,0.07,0.16,0.24,0.18,0.07,5,2019,All Households
Punjab,0,Rural,4,0.31,0.99,0.17,0.25,0.07,0.19,0.25,0.19,0.08,5,2019,All Households
Punjab,0,Rural,5,0.17,1.00,0.19,0.25,0.06,0.18,0.24,0.18,0.06,5,2019,All Households
Punjab,1,Urban,1,0.23,0.95,0.07,0.11,0.01,0.16,0.23,0.18,0.12,5,2019,All Households
Punjab,1,Urban,2,0.17,0.97,0.07,0.17,0.06,0.12,0.17,0.10,0.06,5,2019,All Households
Punjab,1,Urban,3,0.21,0.98,0.12,0.17,0.05,0.17,0.14,0.12,0.04,5,2019,All Households
Punjab,1,Urban,4,0.29,0.99,0.16,0.18,0.05,0.15,0.17,0.12,0.05,5,2019,All Households
Punjab,1,Urban,5,0.15,0.99,0.18,0.13,0.03,0.11,0.13,0.09,0.04,5,2019,All Households
Punjab,99,All,1,0.32,0.96,0.08,0.23,0.05,0.15,0.25,0.18,0.07,5,2019,All Households
Punjab,99,All,2,0.28,0.99,0.11,0.26,0.06,0.15,0.26,0.17,0.07,5,2019,All Households
Punjab,99,All,3,0.30,0.99,0.15,0.22,0.06,0.17,0.22,0.16,0.06,5,2019,All Households
Punjab,99,All,4,0.30,0.99,0.17,0.23,0.07,0.18,0.23,0.17,0.07,5,2019,All Households
Punjab,99,All,5,0.16,0.99,0.19,0.19,0.05,0.15,0.19,0.14,0.05,5,2019,All Households
Punjab,0,Rural,1,0.21,0.96,0.06,0.12,0.04,0.06,0.20,0.16,0.08,4,2015,All Households
Punjab,0,Rural,2,0.26,0.97,0.19,0.25,0.13,0.29,0.29,0.21,0.13,4,2015,All Households
Punjab,0,Rural,3,0.24,0.98,0.21,0.25,0.14,0.27,0.30,0.20,0.15,4,2015,All Households
Punjab,0,Rural,4,0.21,0.99,0.22,0.24,0.10,0.27,0.27,0.17,0.11,4,2015,All Households
Punjab,0,Rural,5,0.08,0.99,0.19,0.23,0.07,0.25,0.25,0.17,0.09,4,2015,All Households
Punjab,1,Urban,1,0.04,0.88,0.01,0.30,0.20,0.52,0.21,0.18,0.12,4,2015,All Households
Punjab,1,Urban,2,0.08,0.90,0.04,0.21,0.06,0.23,0.24,0.11,0.10,4,2015,All Households
Punjab,1,Urban,3,0.11,0.93,0.04,0.18,0.10,0.19,0.28,0.19,0.14,4,2015,All Households
Punjab,1,Urban,4,0.14,0.99,0.12,0.19,0.08,0.24,0.23,0.13,0.08,4,2015,All Households
Punjab,1,Urban,5,0.04,0.99,0.15,0.16,0.05,0.22,0.14,0.09,0.05,4,2015,All Households
Punjab,99,All,1,0.16,0.94,0.04,0.18,0.09,0.20,0.20,0.17,0.09,4,2015,All Households
Punjab,99,All,2,0.22,0.96,0.17,0.24,0.12,0.28,0.28,0.19,0.12,4,2015,All Households
Punjab,99,All,3,0.21,0.97,0.17,0.24,0.13,0.25,0.30,0.20,0.15,4,2015,All Households
Punjab,99,All,4,0.19,0.99,0.19,0.23,0.10,0.27,0.26,0.16,0.10,4,2015,All Households
Punjab,99,All,5,0.06,0.99,0.17,0.19,0.06,0.23,0.19,0.13,0.07,4,2015,All Households
Rajasthan,0,Rural,1,0.45,0.99,0.89,0.38,0.25,0.34,0.35,0.30,0.10,5,2019,All Households
Rajasthan,0,Rural,2,0.33,0.99,0.91,0.34,0.23,0.30,0.31,0.27,0.10,5,2019,All Households
Rajasthan,0,Rural,3,0.25,1.00,0.91,0.32,0.22,0.31,0.30,0.26,0.10,5,2019,All Households
Rajasthan,0,Rural,4,0.19,1.00,0.90,0.31,0.20,0.30,0.29,0.26,0.09,5,2019,All Households
Rajasthan,0,Rural,5,0.11,1.00,0.86,0.32,0.21,0.29,0.29,0.25,0.09,5,2019,All Households
Rajasthan,1,Urban,1,0.36,0.93,0.76,0.27,0.12,0.21,0.25,0.21,0.03,5,2019,All Households
Rajasthan,1,Urban,2,0.29,1.00,0.79,0.30,0.16,0.19,0.24,0.21,0.08,5,2019,All Households
Rajasthan,1,Urban,3,0.28,0.99,0.79,0.26,0.21,0.21,0.24,0.20,0.08,5,2019,All Households
Rajasthan,1,Urban,4,0.19,1.00,0.82,0.27,0.18,0.22,0.26,0.22,0.08,5,2019,All Households
Rajasthan,1,Urban,5,0.09,1.00,0.71,0.19,0.14,0.17,0.19,0.16,0.06,5,2019,All Households
Rajasthan,99,All,1,0.45,0.99,0.88,0.38,0.25,0.33,0.35,0.30,0.10,5,2019,All Households
Rajasthan,99,All,2,0.33,0.99,0.90,0.34,0.23,0.29,0.31,0.27,0.10,5,2019,All Households
Rajasthan,99,All,3,0.25,1.00,0.90,0.32,0.22,0.29,0.29,0.25,0.10,5,2019,All Households
Rajasthan,99,All,4,0.19,1.00,0.87,0.30,0.20,0.28,0.28,0.24,0.09,5,2019,All Households
Rajasthan,99,All,5,0.10,1.00,0.76,0.24,0.17,0.21,0.23,0.20,0.07,5,2019,All Households
Rajasthan,0,Rural,1,0.41,0.96,0.13,0.22,0.27,0.14,0.27,0.22,0.08,4,2015,All Households
Rajasthan,0,Rural,2,0.30,0.97,0.14,0.19,0.25,0.15,0.24,0.20,0.07,4,2015,All Households
Rajasthan,0,Rural,3,0.23,0.97,0.16,0.19,0.24,0.15,0.22,0.18,0.06,4,2015,All Households
Rajasthan,0,Rural,4,0.14,0.98,0.18,0.19,0.23,0.17,0.22,0.18,0.06,4,2015,All Households
Rajasthan,0,Rural,5,0.07,0.98,0.18,0.21,0.21,0.17,0.22,0.18,0.07,4,2015,All Households
Rajasthan,1,Urban,1,0.33,0.94,0.11,0.22,0.35,0.18,0.22,0.16,0.09,4,2015,All Households
Rajasthan,1,Urban,2,0.30,0.96,0.10,0.17,0.24,0.13,0.20,0.17,0.05,4,2015,All Households
Rajasthan,1,Urban,3,0.25,0.96,0.11,0.18,0.28,0.15,0.19,0.17,0.06,4,2015,All Households
Rajasthan,1,Urban,4,0.17,0.97,0.12,0.15,0.22,0.12,0.16,0.12,0.05,4,2015,All Households
Rajasthan,1,Urban,5,0.06,0.98,0.13,0.11,0.14,0.10,0.08,0.06,0.02,4,2015,All Households
Rajasthan,99,All,1,0.41,0.96,0.13,0.22,0.27,0.14,0.27,0.22,0.08,4,2015,All Households
Rajasthan,99,All,2,0.30,0.97,0.14,0.19,0.25,0.15,0.24,0.20,0.07,4,2015,All Households
Rajasthan,99,All,3,0.23,0.97,0.15,0.18,0.25,0.15,0.22,0.18,0.06,4,2015,All Households
Rajasthan,99,All,4,0.15,0.98,0.16,0.18,0.23,0.15,0.20,0.16,0.06,4,2015,All Households
Rajasthan,99,All,5,0.06,0.98,0.15,0.15,0.17,0.12,0.13,0.11,0.03,4,2015,All Households
Sikkim,0,Rural,1,0.59,0.97,0.05,0.41,0.13,0.44,0.40,0.26,0.17,5,2019,All Households
Sikkim,0,Rural,2,0.65,0.98,0.11,0.20,0.03,0.36,0.22,0.15,0.09,5,2019,All Households
Sikkim,0,Rural,3,0.52,0.98,0.11,0.24,0.03,0.34,0.23,0.16,0.08,5,2019,All Households
Sikkim,0,Rural,4,0.30,1.00,0.16,0.16,0.03,0.24,0.19,0.12,0.04,5,2019,All Households
Sikkim,0,Rural,5,0.14,1.00,0.19,0.12,0.04,0.32,0.16,0.04,0.04,5,2019,All Households
Sikkim,1,Urban,1,0.28,0.85,0.00,0.29,0.00,0.35,0.29,0.29,0.00,5,2019,All Households
Sikkim,1,Urban,2,0.35,0.75,0.16,0.14,0.12,0.11,0.12,0.07,0.00,5,2019,All Households
Sikkim,1,Urban,3,0.46,0.93,0.13,0.16,0.00,0.16,0.16,0.09,0.04,5,2019,All Households
Sikkim,1,Urban,4,0.40,0.99,0.07,0.14,0.02,0.15,0.20,0.16,0.09,5,2019,All Households
Sikkim,1,Urban,5,0.29,1.00,0.18,0.08,0.00,0.05,0.11,0.04,0.00,5,2019,All Households
Sikkim,99,All,1,0.58,0.96,0.04,0.41,0.13,0.44,0.39,0.26,0.16,5,2019,All Households
Sikkim,99,All,2,0.62,0.96,0.12,0.20,0.04,0.34,0.21,0.14,0.08,5,2019,All Households
Sikkim,99,All,3,0.50,0.97,0.11,0.22,0.02,0.29,0.22,0.15,0.07,5,2019,All Households
Sikkim,99,All,4,0.36,0.99,0.11,0.15,0.02,0.18,0.19,0.14,0.07,5,2019,All Households
Sikkim,99,All,5,0.26,1.00,0.19,0.09,0.01,0.11,0.12,0.04,0.01,5,2019,All Households
Sikkim,0,Rural,1,0.35,0.88,0.06,0.28,0.12,0.21,0.32,0.05,0.08,4,2015,All Households
Sikkim,0,Rural,2,0.54,0.91,0.12,0.26,0.12,0.14,0.31,0.23,0.10,4,2015,All Households
Sikkim,0,Rural,3,0.53,0.98,0.22,0.18,0.13,0.13,0.23,0.16,0.07,4,2015,All Households
Sikkim,0,Rural,4,0.27,0.99,0.32,0.11,0.08,0.14,0.14,0.07,0.04,4,2015,All Households
Sikkim,0,Rural,5,0.12,1.00,0.41,0.05,0.02,0.10,0.02,0.00,0.00,4,2015,All Households
Sikkim,1,Urban,1,0.00,0.54,0.00,0.25,0.00,0.00,0.25,0.25,0.00,4,2015,All Households
Sikkim,1,Urban,2,0.27,0.67,0.19,0.26,0.00,0.14,0.16,0.08,0.00,4,2015,All Households
Sikkim,1,Urban,3,0.22,0.89,0.20,0.16,0.10,0.15,0.15,0.12,0.09,4,2015,All Households
Sikkim,1,Urban,4,0.14,0.95,0.23,0.08,0.03,0.08,0.10,0.06,0.03,4,2015,All Households
Sikkim,1,Urban,5,0.09,0.98,0.28,0.05,0.02,0.12,0.03,0.01,0.00,4,2015,All Households
Sikkim,99,All,1,0.29,0.82,0.05,0.27,0.10,0.17,0.31,0.09,0.07,4,2015,All Households
Sikkim,99,All,2,0.51,0.89,0.13,0.26,0.11,0.14,0.30,0.22,0.09,4,2015,All Households
Sikkim,99,All,3,0.50,0.97,0.22,0.18,0.13,0.14,0.22,0.16,0.07,4,2015,All Households
Sikkim,99,All,4,0.21,0.97,0.28,0.10,0.06,0.11,0.12,0.07,0.03,4,2015,All Households
Sikkim,99,All,5,0.10,0.98,0.32,0.05,0.02,0.11,0.03,0.01,0.00,4,2015,All Households
Tamil Nadu,0,Rural,1,0.32,0.79,0.58,0.22,0.18,0.26,0.27,0.22,0.10,4,2015,All Households
Tamil Nadu,0,Rural,2,0.26,0.83,0.68,0.23,0.20,0.30,0.27,0.21,0.13,4,2015,All Households
Tamil Nadu,0,Rural,3,0.21,0.86,0.68,0.23,0.20,0.30,0.27,0.20,0.11,4,2015,All Households
Tamil Nadu,0,Rural,4,0.14,0.85,0.67,0.22,0.20,0.30,0.25,0.19,0.10,4,2015,All Households
Tamil Nadu,0,Rural,5,0.10,0.86,0.64,0.19,0.13,0.27,0.23,0.18,0.09,4,2015,All Households
Tamil Nadu,1,Urban,1,0.33,0.71,0.46,0.21,0.16,0.21,0.20,0.15,0.08,4,2015,All Households
Tamil Nadu,1,Urban,2,0.20,0.80,0.54,0.23,0.20,0.25,0.29,0.21,0.10,4,2015,All Households
Tamil Nadu,1,Urban,3,0.19,0.81,0.55,0.22,0.20,0.29,0.23,0.17,0.09,4,2015,All Households
Tamil Nadu,1,Urban,4,0.11,0.85,0.53,0.17,0.16,0.26,0.20,0.15,0.07,4,2015,All Households
Tamil Nadu,1,Urban,5,0.10,0.87,0.49,0.12,0.09,0.24,0.12,0.09,0.04,4,2015,All Households
Tamil Nadu,99,All,1,0.32,0.77,0.55,0.21,0.17,0.25,0.26,0.21,0.09,4,2015,All Households
Tamil Nadu,99,All,2,0.24,0.82,0.65,0.23,0.20,0.29,0.27,0.21,0.12,4,2015,All Households
Tamil Nadu,99,All,3,0.20,0.84,0.63,0.23,0.20,0.30,0.26,0.19,0.10,4,2015,All Households
Tamil Nadu,99,All,4,0.12,0.85,0.59,0.19,0.17,0.28,0.22,0.17,0.08,4,2015,All Households
Tamil Nadu,99,All,5,0.10,0.87,0.51,0.13,0.10,0.24,0.14,0.10,0.05,4,2015,All Households
Tamil Nadu,0,Rural,1,0.34,0.98,0.66,0.25,0.14,0.22,0.22,0.19,0.09,5,2019,All Households
Tamil Nadu,0,Rural,2,0.33,0.99,0.71,0.27,0.17,0.27,0.24,0.21,0.10,5,2019,All Households
Tamil Nadu,0,Rural,3,0.31,1.00,0.71,0.32,0.21,0.31,0.30,0.26,0.11,5,2019,All Households
Tamil Nadu,0,Rural,4,0.25,1.00,0.68,0.35,0.21,0.32,0.32,0.26,0.11,5,2019,All Households
