,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,ind_cws_1,ind_cws_2,ind_cws_3,ind_cws_4,ind_cws_5,type,state,urban,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
2173,primary and middle,0.003601447,0.639231741,0.636929572,0.029489575,0.46878463,0.111580215,0.419635147,0.135208637,0,0.12253546,0.386188269,0.001838764,0.489437491,State+Urban+edu_cat,11,1,state,urban/rural,2021,Education,2021,NA,NA,1.525970578,1.602054954,0.088571817,0.05091222,Sikkim
2174,secondary,0.040507533,0.480558008,0.461091787,0.021660566,0.67136395,0.012229878,0.316406161,0.056973994,0.002593668,0.07037688,0.388121247,0.019466219,0.519442022,State+Urban+edu_cat,11,1,state,urban/rural,2021,Education,2021,NA,NA,2.109050751,2.154748201,0.07808169,0.046976693,Sikkim
2175,tertiary,0.09738332,0.738991559,0.667026103,0.026975187,0.853194237,0,0.146805793,0.220803738,0,0.172826633,0.494199485,0.071965449,0.261008441,State+Urban+edu_cat,11,1,state,urban/rural,2021,Education,2021,NA,NA,2.703113556,2.722043514,0.05323014,0.040440973,Sikkim
2176,below primary,0.004159357,0.575359106,0.57296598,0.129788414,0.03327911,0.046257753,0.920463145,0.754440427,0.278407216,0.010652783,0.028604355,0.001893793,0.680441856,State+Urban+edu_cat,12,0,state,urban/rural,2021,Education,2021,NA,NA,0.744233251,0.953644574,0.44453162,0.297975481,Arunachal Pradesh
2177,primary and middle,0.048100956,0.48064512,0.457525641,0.099418305,0.118471287,0.045916766,0.835611939,0.164203852,0.249454364,0.024166653,0.074711718,0.017601801,0.634065449,State+Urban+edu_cat,12,0,state,urban/rural,2021,Education,2021,NA,NA,1.010930777,1.164649963,0.37844646,0.283119321,Arunachal Pradesh
2178,secondary,0.07732898,0.416031152,0.383859873,0.052336898,0.379210085,0.019516392,0.601273537,0.090175159,0.166398466,0.040412925,0.177048504,0.032171264,0.583968878,State+Urban+edu_cat,12,0,state,urban/rural,2021,Education,2021,NA,NA,1.49672091,1.65520227,0.261804819,0.163721099,Arunachal Pradesh
2179,tertiary,0.376438379,0.867957115,0.541224718,0.028626069,0.879598677,0,0.120401315,0.55849576,0.049758837,0.034836132,0.456629753,0.326732367,0.1320429,State+Urban+edu_cat,12,0,state,urban/rural,2021,Education,2021,NA,NA,2.788918495,2.817534208,0.070557415,0.059003606,Arunachal Pradesh
2180,below primary,0.008709975,0.394700587,0.39126274,0.02715224,0.178280279,0.235548005,0.586171746,0.615177929,0.042910587,0.043478485,0.0557632,0.001249022,0.856598735,State+Urban+edu_cat,12,1,state,urban/rural,2021,Education,2021,NA,NA,1.02429688,1.255404711,0.323369771,0.153611869,Arunachal Pradesh
2181,primary and middle,0.053878352,0.428638458,0.405544132,0.01408879,0.319441378,0.175566703,0.504991949,0.195307136,0.04501744,0.086970016,0.177436039,0.017507685,0.673068821,State+Urban+edu_cat,12,1,state,urban/rural,2021,Education,2021,NA,NA,1.506866217,1.674388885,0.184051141,0.068263516,Arunachal Pradesh
2182,secondary,0.09792278,0.369508922,0.333325565,0.004510126,0.590977669,0.059750807,0.349271506,0.083065301,0.026152208,0.050821312,0.256352067,0.036183339,0.630491078,State+Urban+edu_cat,12,1,state,urban/rural,2021,Education,2021,NA,NA,2.050359964,2.106505871,0.070256427,0.026200067,Arunachal Pradesh
2183,tertiary,0.286727279,0.805954635,0.57486546,0.002304413,0.850362837,0,0.149637178,0.320557505,0.02533843,0.056900594,0.492626429,0.23108919,0.19404535,State+Urban+edu_cat,12,1,state,urban/rural,2021,Education,2021,NA,NA,2.607535124,2.633279085,0.023645557,0.011790818,Arunachal Pradesh
2184,below primary,0,0.628410697,0.628410697,0.244672418,0.022982156,0.047372609,0.92964524,0.639930129,0.158440784,0.011347152,0.008779662,0,0.821432412,State+Urban+edu_cat,13,0,state,urban/rural,2021,Education,2021,NA,NA,0.558129489,0.68716234,0.606776357,0.528441191,Nagaland
2185,primary and middle,0.071644515,0.634279907,0.588837206,0.17568402,0.107870199,0.115862168,0.776267648,0.259258837,0.284932256,0.073814884,0.092735879,0.034842558,0.513674438,State+Urban+edu_cat,13,0,state,urban/rural,2021,Education,2021,NA,NA,0.830842793,0.991700411,0.486870587,0.368971884,Nagaland
2186,secondary,0.129155681,0.625975668,0.545127392,0.079111077,0.380891174,0.052851323,0.566257536,0.274271786,0.195045844,0.112985484,0.235200763,0.080567218,0.376200676,State+Urban+edu_cat,13,0,state,urban/rural,2021,Education,2021,NA,NA,1.558304787,1.816167712,0.352040112,0.230429426,Nagaland
2187,tertiary,0.164325237,0.898386657,0.750759065,0.002672065,0.928808808,0,0.071191214,0.42343843,0.008686594,0,0.742072463,0.147627592,0.101613328,State+Urban+edu_cat,13,0,state,urban/rural,2021,Education,2021,NA,NA,2.913742781,3.03022933,0.048419725,0.003559151,Nagaland
2188,below primary,0,0.466327429,0.466327429,0.085175335,0.050749917,0.226816013,0.722434044,0,0.042942561,0.029687241,0.018983027,0,0.908387184,State+Urban+edu_cat,13,1,state,urban/rural,2021,Education,2021,NA,NA,0.72709465,1.072853923,0.640706241,0.467826545,Nagaland
2189,primary and middle,0.030073203,0.436179757,0.423062444,0.044317123,0.183971673,0.130385906,0.685642421,0.152630508,0.06211704,0.060933277,0.176156715,0.009277105,0.691515863,State+Urban+edu_cat,13,1,state,urban/rural,2021,Education,2021,NA,NA,1.436360955,1.541716695,0.267413974,0.204365969,Nagaland
2190,secondary,0.074526399,0.432151854,0.39994511,0.020380633,0.425228536,0.047322407,0.527449071,0.0349003,0.044648033,0.034324843,0.320972234,0.032206722,0.567848146,State+Urban+edu_cat,13,1,state,urban/rural,2021,Education,2021,NA,NA,1.992693424,2.09760046,0.153454781,0.08871761,Nagaland
2191,tertiary,0.335199177,0.871937871,0.579665005,0.032587897,0.763977528,0,0.236022502,0.503920674,0.022360098,0.009510832,0.547794044,0.292272866,0.128062144,State+Urban+edu_cat,13,1,state,urban/rural,2021,Education,2021,NA,NA,2.595263243,2.638746023,0.092769749,0.067774914,Nagaland
2192,below primary,0.004361082,0.319427848,0.318034798,0.041970223,0.00075448,0.088924363,0.910321176,0.987524331,0.087060302,0.016369203,0.006900709,0.000483267,0.889186502,State+Urban+edu_cat,14,0,state,urban/rural,2021,Education,2021,NA,NA,0.775440872,1.00703156,0.342350066,0.173218533,Manipur
2193,primary and middle,0.03684435,0.45129323,0.43466562,0.051019043,0.08337795,0.120529808,0.796092272,0.302351207,0.181749687,0.087884255,0.070592329,0.013014942,0.646758795,State+Urban+edu_cat,14,0,state,urban/rural,2021,Education,2021,NA,NA,1.000745296,1.104254365,0.24280566,0.172424734,Manipur
2194,secondary,0.086664669,0.409129232,0.373672187,0.019239591,0.371807098,0.057165865,0.57102704,0.067901075,0.121830963,0.069810584,0.182030633,0.035457052,0.590870738,State+Urban+edu_cat,14,0,state,urban/rural,2021,Education,2021,NA,NA,1.456181288,1.588264465,0.218147591,0.143749312,Manipur
2195,tertiary,0.257211626,0.626387477,0.46527335,0.021266369,0.599992931,0.002727148,0.397279888,0.299091369,0.095219739,0.032430325,0.337623298,0.161114156,0.373612493,State+Urban+edu_cat,14,0,state,urban/rural,2021,Education,2021,NA,NA,1.902309775,2.085596323,0.166911557,0.07009919,Manipur
2196,below primary,0,0.234785616,0.234785616,0.02141127,0.065009162,0.116667554,0.818323314,0.810848236,0.020364916,0.02277247,0.018806698,0.001058432,0.936997473,State+Urban+edu_cat,14,1,state,urban/rural,2021,Education,2021,NA,NA,0.67195791,1.239587903,0.512907863,0.134205371,Manipur
2197,primary and middle,0.038140047,0.426645696,0.41037339,0.012403873,0.131913185,0.131705076,0.73638171,0.240440309,0.07813926,0.120365843,0.11630974,0.012784061,0.672401071,State+Urban+edu_cat,14,1,state,urban/rural,2021,Education,2021,NA,NA,1.023472786,1.331242561,0.273176014,0.066829503,Manipur
2198,secondary,0.057771794,0.398713499,0.375679106,0.011166415,0.326792687,0.081612311,0.591594994,0.073645167,0.047298852,0.097351037,0.231029198,0.023034394,0.60128653,State+Urban+edu_cat,14,1,state,urban/rural,2021,Education,2021,NA,NA,1.307967544,1.585353613,0.24126634,0.086974919,Manipur
2199,tertiary,0.143370241,0.64225328,0.550173283,0.005098387,0.663578749,0.021783836,0.314637423,0.324443549,0.029480539,0.052088201,0.468604535,0.092080012,0.35774672,State+Urban+edu_cat,14,1,state,urban/rural,2021,Education,2021,NA,NA,2.259814024,2.494547129,0.121527284,0.019222284,Manipur
2200,below primary,0,0.336241096,0.336241096,0.122367866,0,0,1,0.255638778,0.081692703,0,0.00929693,0,0.909010351,State+Urban+edu_cat,15,0,state,urban/rural,2021,Education,2021,NA,NA,0.984816134,1.119233251,0.434482843,0.363928944,Mizoram
2201,primary and middle,0.02149066,0.577488184,0.565077543,0.153546691,0.017550131,0.083236471,0.899213374,0.206991851,0.324094832,0.052540179,0.088346206,0.010212221,0.524806559,State+Urban+edu_cat,15,0,state,urban/rural,2021,Education,2021,NA,NA,1.110499859,1.153799176,0.300051093,0.278524667,Mizoram
2202,secondary,0.051041655,0.426611215,0.404836267,0.062737688,0.260084122,0.00966592,0.730249941,0.014931251,0.148672387,0.051425289,0.204738587,0.021774942,0.573388815,State+Urban+edu_cat,15,0,state,urban/rural,2021,Education,2021,NA,NA,1.661833644,1.707981706,0.189994693,0.154970527,Mizoram
2203,tertiary,0.135786384,0.802081227,0.693169534,0.027836444,0.875607789,0.00957505,0.11481718,0.593881905,0.035085972,0.00910666,0.648976862,0.108911708,0.197918773,State+Urban+edu_cat,15,0,state,urban/rural,2021,Education,2021,NA,NA,3.327754736,3.327754736,0.060163107,0.060163107,Mizoram
2204,below primary,0,0.16769737,0.16769737,0.039992023,0,0.035724815,0.964275181,1,0.017131716,0.003442032,0.005245642,0,0.974180579,State+Urban+edu_cat,15,1,state,urban/rural,2021,Education,2021,NA,NA,1.186999559,1.411272764,0.350614011,0.238477364,Mizoram
2205,primary and middle,0.019553,0.474341512,0.465066701,0.073411301,0.118280552,0.114221178,0.767498255,0.07633359,0.102119036,0.092453137,0.185821965,0.007586179,0.612019658,State+Urban+edu_cat,15,1,state,urban/rural,2021,Education,2021,NA,NA,1.403316736,1.49751544,0.212037086,0.162026301,Mizoram
2206,secondary,0.02711466,0.33776632,0.328607887,0.021759141,0.393667966,0.048875835,0.557456195,0.017229745,0.038542241,0.053530227,0.23653543,0.009158419,0.66223371,State+Urban+edu_cat,15,1,state,urban/rural,2021,Education,2021,NA,NA,2.033962965,2.115545273,0.109790511,0.070129909,Mizoram
2207,tertiary,0.1810233,0.805663586,0.659819722,0.012543318,0.834183097,0.002098964,0.16371794,0.438836157,0.015409502,0.020918788,0.623491406,0.145843878,0.194336414,State+Urban+edu_cat,15,1,state,urban/rural,2021,Education,2021,NA,NA,3.218205452,3.245705605,0.029506866,0.01901022,Mizoram
2208,below primary,0.013523478,0.473740786,0.467334151,0.032023109,0.080594547,0.388916165,0.530489326,0.288705498,0.142955333,0.076924987,0.055834096,0.007816814,0.716468751,State+Urban+edu_cat,16,0,state,urban/rural,2021,Education,2021,NA,NA,0.798229098,1.057437897,0.444156498,0.239710912,Tripura
2209,primary and middle,0.04361489,0.571755409,0.546818376,0.024557594,0.098759271,0.347851455,0.553389251,0.351183057,0.176052213,0.14867413,0.155919358,0.021919318,0.497434974,State+Urban+edu_cat,16,0,state,urban/rural,2021,Education,2021,NA,NA,1.049262166,1.203855276,0.310097456,0.190420732,Tripura
2210,secondary,0.02944779,0.460857421,0.447286189,0.022031005,0.249163419,0.165254056,0.585582554,0.107694015,0.083636142,0.089851364,0.273239493,0.013554266,0.539718747,State+Urban+edu_cat,16,0,state,urban/rural,2021,Education,2021,NA,NA,1.252655268,1.382675767,0.2570391,0.158717647,Tripura
2211,tertiary,0.176985309,0.764693439,0.62935394,0.005979477,0.559056342,0.010481331,0.43046236,0.461105794,0.091486037,0.029936789,0.507931113,0.135339499,0.235306576,State+Urban+edu_cat,16,0,state,urban/rural,2021,Education,2021,NA,NA,1.882697582,2.034718275,0.171574384,0.067421421,Tripura
2212,below primary,0.010875308,0.417486817,0.412946522,0.016459778,0.172029749,0.391397804,0.436572433,1,0.027065245,0.068655834,0.090119839,0.002043299,0.812115788,State+Urban+edu_cat,16,1,state,urban/rural,2021,Education,2021,NA,NA,0.627681017,0.845072985,0.540068924,0.341466427,Tripura
2213,primary and middle,0.014876009,0.467283338,0.460332006,0.008971149,0.249664262,0.251577824,0.498757929,0.315747917,0.026124211,0.132109478,0.254008889,0.006225129,0.5815323,State+Urban+edu_cat,16,1,state,urban/rural,2021,Education,2021,NA,NA,1.037420869,1.261919022,0.332957417,0.162400678,Tripura
2214,secondary,0.06040493,0.377784967,0.354964912,0.007024661,0.412920535,0.063795336,0.523284137,0.129302859,0.014144,0.05635136,0.284469545,0.022820076,0.622215033,State+Urban+edu_cat,16,1,state,urban/rural,2021,Education,2021,NA,NA,1.663264513,1.818429112,0.169515267,0.069466628,Tripura
2215,tertiary,0.11004246,0.545932055,0.485856354,0.01368719,0.714343905,0.005722424,0.279933661,0.347335815,0.012008519,0.019373013,0.454474837,0.060075708,0.454067945,State+Urban+edu_cat,16,1,state,urban/rural,2021,Education,2021,NA,NA,2.423439026,2.557187319,0.121040352,0.045858428,Tripura
2216,below primary,0,0.765887082,0.765887082,0.076937541,0.060585193,0.438369811,0.501044989,0.251166791,0.169351622,0.060165804,0.048895933,0,0.721586645,State+Urban+edu_cat,17,0,state,urban/rural,2021,Education,2021,NA,NA,0.848797917,1.222877145,0.505688727,0.28709656,Meghalaya
2217,primary and middle,0.01129428,0.582802236,0.576219916,0.109494574,0.070717208,0.346409202,0.582873583,0.132350594,0.2455194,0.112059407,0.101932831,0.005248272,0.535240054,State+Urban+edu_cat,17,0,state,urban/rural,2021,Education,2021,NA,NA,0.919276953,1.290337443,0.486230642,0.281361163,Meghalaya
2218,secondary,0.02450262,0.531637847,0.518611312,0.035961531,0.371119916,0.140278563,0.488601536,0.074216627,0.118195482,0.087831132,0.312584698,0.01302652,0.468362182,State+Urban+edu_cat,17,0,state,urban/rural,2021,Education,2021,NA,NA,1.665784597,1.900859356,0.26674372,0.129872262,Meghalaya
2219,tertiary,0.107698649,0.795083761,0.709454298,0.001406319,0.807066858,0.045707557,0.147225589,0.573760867,0.047434445,0.104092389,0.557927489,0.085629448,0.204916239,State+Urban+edu_cat,17,0,state,urban/rural,2021,Education,2021,NA,NA,2.904215574,3.120872021,0.151338115,0.067163408,Meghalaya
2220,below primary,0,0.530092359,0.530092359,0.007541099,0.295457274,0.444330305,0.260212421,0.329194546,0.021178449,0.040306397,0.085301466,0,0.853213668,State+Urban+edu_cat,17,1,state,urban/rural,2021,Education,2021,NA,NA,0.896239579,1.401624918,0.542737842,0.22863628,Meghalaya
2221,primary and middle,0.044634823,0.426641405,0.407598346,0.022755772,0.310669124,0.300845772,0.388485134,0.117208965,0.011873634,0.101761989,0.221676692,0.015665848,0.649021804,State+Urban+edu_cat,17,1,state,urban/rural,2021,Education,2021,NA,NA,1.493454218,1.676684976,0.270107865,0.177287638,Meghalaya
2222,secondary,0.116087481,0.40951106,0.361971945,0.003672809,0.541081488,0.17537263,0.283545852,0.10041333,0.007315884,0.060309164,0.294346899,0.047539111,0.590488911,State+Urban+edu_cat,17,1,state,urban/rural,2021,Education,2021,NA,NA,2.088376045,2.325608253,0.193256721,0.083066858,Meghalaya
2223,tertiary,0.128501043,0.750474036,0.654037297,0.008622053,0.800966978,0.057273876,0.141759127,0.350472867,0.001301926,0.056894414,0.595840991,0.096436687,0.249525994,State+Urban+edu_cat,17,1,state,urban/rural,2021,Education,2021,NA,NA,2.766540527,2.991612911,0.114484675,0.023724364,Meghalaya
2224,below primary,0.01571941,0.507192552,0.499219775,0.050761245,0.163262546,0.250764519,0.585972905,0.38205418,0.153890908,0.054624744,0.032877874,0.003847625,0.754758835,State+Urban+edu_cat,18,0,state,urban/rural,2021,Education,2021,NA,NA,0.705093145,1.328809142,0.478705585,0.20540069,Assam
2225,primary and middle,0.038641393,0.530986667,0.510468602,0.069771595,0.119676538,0.24577567,0.63454777,0.275293589,0.188280717,0.108351722,0.120207056,0.016791008,0.566369474,State+Urban+edu_cat,18,0,state,urban/rural,2021,Education,2021,NA,NA,0.917908132,1.194418907,0.354713261,0.204323292,Assam
2226,secondary,0.069590926,0.490068942,0.455964595,0.051136974,0.239118934,0.084596515,0.676284552,0.185384497,0.140550867,0.08354076,0.231872961,0.034104351,0.509931087,State+Urban+edu_cat,18,0,state,urban/rural,2021,Education,2021,NA,NA,1.202244759,1.380671859,0.281416684,0.162926167,Assam
2227,tertiary,0.125460386,0.738403499,0.645763159,0.022992289,0.724097311,0.02735877,0.248543903,0.493875951,0.05735378,0.045923866,0.542485476,0.0926404,0.261596471,State+Urban+edu_cat,18,0,state,urban/rural,2021,Education,2021,NA,NA,2.423923254,2.478096962,0.098354466,0.056300778,Assam
2228,below primary,0.018613441,0.398084193,0.390674472,0.018905861,0.229755893,0.335663557,0.434580564,0.673978567,0.008313165,0.070342459,0.097811125,0.003346952,0.820186317,State+Urban+edu_cat,18,1,state,urban/rural,2021,Education,2021,NA,NA,0.855073273,1.071091175,0.365625799,0.167806014,Assam
2229,primary and middle,0.08264292,0.48003456,0.440363109,0.023208518,0.288281322,0.193726361,0.517992318,0.268891245,0.008815788,0.094936505,0.259771079,0.032749116,0.60372752,State+Urban+edu_cat,18,1,state,urban/rural,2021,Education,2021,NA,NA,1.201732874,1.439383626,0.258215159,0.098177731,Assam
2230,secondary,0.089784428,0.409487247,0.372721672,0.020555323,0.38883087,0.03992353,0.571245611,0.128255948,0.016808432,0.064445451,0.291467786,0.036765579,0.590512753,State+Urban+edu_cat,18,1,state,urban/rural,2021,Education,2021,NA,NA,1.557913184,1.695889235,0.208205134,0.131157041,Assam
2231,tertiary,0.157398939,0.666261196,0.561392367,0.009107339,0.637259543,0,0.362740487,0.388828456,0.002861003,0.062119834,0.496411532,0.104868807,0.333738804,State+Urban+edu_cat,18,1,state,urban/rural,2021,Education,2021,NA,NA,2.311400652,2.47029829,0.102360189,0.02525408,Assam
