,edu_cat,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,type,statenumber,sector,level,area,year,dem,yr,youth,sex1,JQdim365,JQdim215,POV_365,POV_215,statename
1170,secondary,0.03328241,0.331832826,0.320788622,0.01519815,0.545595944,0.021435307,0.432968736,0.155481353,0.003199482,0.711365283,0.28543523,State+Urban+edu_cat,7,1,state,urban/rural,2022,Education,2022,NA,NA,1.588353992,1.618912339,0.079986066,0.049427774,Delhi
1171,tertiary,0.057353381,0.551715672,0.520072937,0.033872545,0.647704661,0,0.352295309,0.237758785,0,0.899813712,0.100186296,State+Urban+edu_cat,7,1,state,urban/rural,2022,Education,2022,NA,NA,2.345548153,2.347695351,0.067277543,0.065130375,Delhi
1172,below primary,0.012750139,0.604220867,0.596516967,0.206600517,0.042951033,0.165305302,0.791743696,0.488995463,0.769412935,0.060720917,0.169866145,State+Urban+edu_cat,8,0,state,urban/rural,2022,Education,2022,NA,NA,0.487067938,0.716361701,0.605516493,0.432410538,Rajasthan
1173,primary and middle,0.062165961,0.645417571,0.605294526,0.146552905,0.117675178,0.153285399,0.729039431,0.33154434,0.562808573,0.155095994,0.282095432,State+Urban+edu_cat,8,0,state,urban/rural,2022,Education,2022,NA,NA,0.70142144,0.84782362,0.41378513,0.296877146,Rajasthan
1174,secondary,0.059235375,0.410255194,0.385953575,0.099468462,0.181861624,0.128822431,0.689315915,0.156065255,0.482109815,0.22765179,0.29023838,State+Urban+edu_cat,8,0,state,urban/rural,2022,Education,2022,NA,NA,0.825386405,0.902332842,0.35888952,0.291633129,Rajasthan
1175,tertiary,0.287916273,0.722963333,0.514810443,0.120921426,0.348553628,0.056462876,0.594983459,0.403889656,0.36782527,0.465367496,0.166807234,State+Urban+edu_cat,8,0,state,urban/rural,2022,Education,2022,NA,NA,1.192239404,1.26711297,0.322941512,0.263072014,Rajasthan
1176,below primary,0.018214773,0.401870131,0.394550145,0.028874451,0.224311382,0.275072247,0.500616372,0.608582556,0.169861704,0.315196007,0.514942288,State+Urban+edu_cat,8,1,state,urban/rural,2022,Education,2022,NA,NA,0.731441259,0.934780061,0.417036742,0.250734061,Rajasthan
1177,primary and middle,0.05980793,0.491455823,0.462062865,0.025532367,0.378552288,0.162153482,0.45929423,0.34364149,0.056622341,0.4396348,0.503742874,State+Urban+edu_cat,8,1,state,urban/rural,2022,Education,2022,NA,NA,1.010258317,1.17521584,0.250920326,0.13358885,Rajasthan
1178,secondary,0.061527751,0.382327318,0.35880357,0.029881019,0.449096859,0.038601849,0.512301326,0.169388071,0.039128207,0.548850298,0.412021488,State+Urban+edu_cat,8,1,state,urban/rural,2022,Education,2022,NA,NA,1.230754256,1.320356369,0.194267631,0.131912753,Rajasthan
1179,tertiary,0.215054154,0.62778455,0.492776871,0.038438249,0.628826916,0.004680358,0.366492718,0.445733339,0.038368713,0.712320268,0.24931103,State+Urban+edu_cat,8,1,state,urban/rural,2022,Education,2022,NA,NA,1.789799809,1.840976477,0.125360861,0.091878302,Rajasthan
1180,below primary,0.008668163,0.540123403,0.535441518,0.12729685,0.030552214,0.167371884,0.802075922,0.648401141,0.752587318,0.08199504,0.165417641,State+Urban+edu_cat,9,0,state,urban/rural,2022,Education,2022,NA,NA,0.470882863,0.696029663,0.625095308,0.442360014,Uttar Pradesh
1181,primary and middle,0.024066526,0.565555513,0.551944554,0.1224631,0.076250404,0.227905273,0.695844352,0.327914923,0.54925549,0.148870572,0.301873952,State+Urban+edu_cat,9,0,state,urban/rural,2022,Education,2022,NA,NA,0.748013318,0.894967437,0.441302836,0.314219415,Uttar Pradesh
1182,secondary,0.027477162,0.448201686,0.435886383,0.116878197,0.110028088,0.132319763,0.757652164,0.208301455,0.585996449,0.221722588,0.192280948,State+Urban+edu_cat,9,0,state,urban/rural,2022,Education,2022,NA,NA,0.716562092,0.847489595,0.456246287,0.355659425,Uttar Pradesh
1183,tertiary,0.094289221,0.596881092,0.540601611,0.138204575,0.325810194,0.031523757,0.642666042,0.425823182,0.447531432,0.467362523,0.085106038,State+Urban+edu_cat,9,0,state,urban/rural,2022,Education,2022,NA,NA,1.170013785,1.370210886,0.409098446,0.304448545,Uttar Pradesh
1184,below primary,0.037635989,0.382262677,0.367875844,0.037807707,0.216501549,0.219639271,0.563859165,0.564877033,0.101144761,0.439117581,0.459737659,State+Urban+edu_cat,9,1,state,urban/rural,2022,Education,2022,NA,NA,0.740266502,1.046512723,0.48792091,0.248935729,Uttar Pradesh
1185,primary and middle,0.040083822,0.499360144,0.479343861,0.046834789,0.312609494,0.152663916,0.53472662,0.293574661,0.058421403,0.528059542,0.413519084,State+Urban+edu_cat,9,1,state,urban/rural,2022,Education,2022,NA,NA,1.047998786,1.266227365,0.344927281,0.170972764,Uttar Pradesh
1186,secondary,0.067099206,0.347602367,0.324278533,0.053152647,0.325698823,0.066072889,0.608228266,0.200096145,0.074063368,0.623592675,0.302343965,State+Urban+edu_cat,9,1,state,urban/rural,2022,Education,2022,NA,NA,1.204147577,1.349936008,0.320019573,0.214723319,Uttar Pradesh
1187,tertiary,0.160473004,0.546093106,0.458459884,0.026362792,0.57243824,0.008229913,0.419331878,0.463590473,0.033698443,0.795803487,0.170498043,State+Urban+edu_cat,9,1,state,urban/rural,2022,Education,2022,NA,NA,2.128764868,2.234498024,0.153201014,0.090227932,Uttar Pradesh
1188,below primary,0.021969574,0.48191601,0.471328497,0.069859684,0.011334904,0.414364249,0.574300826,0.602279663,0.678730667,0.090061113,0.231208205,State+Urban+edu_cat,10,0,state,urban/rural,2022,Education,2022,NA,NA,0.781740308,0.930832982,0.378683388,0.25589031,Bihar
1189,primary and middle,0.03657639,0.503166795,0.484762758,0.04653351,0.044988062,0.27256313,0.682448804,0.375799626,0.435153544,0.253039718,0.311806738,State+Urban+edu_cat,10,0,state,urban/rural,2022,Education,2022,NA,NA,0.931206882,1.03565073,0.236042961,0.149613962,Bihar
1190,secondary,0.046009827,0.408554852,0.389757305,0.06297978,0.109372012,0.145415097,0.745212913,0.202241495,0.444503784,0.346284658,0.209211573,State+Urban+edu_cat,10,0,state,urban/rural,2022,Education,2022,NA,NA,0.988221705,1.074170589,0.259348929,0.19506906,Bihar
1191,tertiary,0.164477155,0.701933026,0.586481094,0.064768076,0.374209315,0.037966523,0.587824166,0.473414361,0.283778489,0.61368382,0.102537677,State+Urban+edu_cat,10,0,state,urban/rural,2022,Education,2022,NA,NA,1.755425453,1.803112507,0.178088576,0.14697127,Bihar
1192,below primary,0.025210049,0.35245356,0.343568206,0.014947928,0.149437547,0.422853768,0.427708685,0.624626517,0.221776724,0.328826696,0.44939658,State+Urban+edu_cat,10,1,state,urban/rural,2022,Education,2022,NA,NA,0.945374668,1.113484621,0.309524149,0.167113885,Bihar
1193,primary and middle,0.039507959,0.43240118,0.415317893,0.030064367,0.148621544,0.245088071,0.6062904,0.338059634,0.120562166,0.494266778,0.385171056,State+Urban+edu_cat,10,1,state,urban/rural,2022,Education,2022,NA,NA,1.027032614,1.108716249,0.184167698,0.120188683,Bihar
1194,secondary,0.061667953,0.310410172,0.291267812,0.035562593,0.285333961,0.091784574,0.622881472,0.162254974,0.072265878,0.731235147,0.19649896,State+Urban+edu_cat,10,1,state,urban/rural,2022,Education,2022,NA,NA,1.19600749,1.272451162,0.209882185,0.155408934,Bihar
1195,tertiary,0.152029201,0.598644912,0.507633388,0.043748952,0.525400102,0.008458816,0.466141105,0.489184678,0.042448364,0.894372225,0.063179404,State+Urban+edu_cat,10,1,state,urban/rural,2022,Education,2022,NA,NA,2.054738998,2.073905468,0.111247152,0.095560163,Bihar
1196,below primary,0,0.803642452,0.803642452,0.340925813,0.032635909,0.081543937,0.88582015,0.216016129,0.829622686,0.064334765,0.106042542,State+Urban+edu_cat,11,0,state,urban/rural,2022,Education,2022,NA,NA,0.422531843,0.537644029,0.705354095,0.619035065,Sikkim
1197,primary and middle,0,0.832894742,0.832894742,0.158875003,0.190528035,0.123485103,0.685986876,0.10146711,0.531074882,0.282051802,0.186873347,State+Urban+edu_cat,11,0,state,urban/rural,2022,Education,2022,NA,NA,0.913770795,1.051506281,0.417650551,0.313385218,Sikkim
1198,secondary,0.00283195,0.581673205,0.580025971,0.084754921,0.562689126,0.024317201,0.41299367,0.035630673,0.223037258,0.636233151,0.140729621,State+Urban+edu_cat,11,0,state,urban/rural,2022,Education,2022,NA,NA,1.711867452,1.746941924,0.207089335,0.180508524,Sikkim
1199,tertiary,0.153405949,0.902541578,0.764086306,0.098295338,0.802491188,0,0.197508812,0.347925931,0.154519752,0.811607838,0.033872429,State+Urban+edu_cat,11,0,state,urban/rural,2022,Education,2022,NA,NA,2.041975498,2.041975498,0.162582263,0.162582263,Sikkim
1200,below primary,0,0.53528583,0.53528583,0.016223373,0.268323421,0.470710009,0.260966599,0.351606935,0.035245225,0.52227962,0.44247517,State+Urban+edu_cat,11,1,state,urban/rural,2022,Education,2022,NA,NA,1.39841342,1.39841342,0.089881323,0.089881323,Sikkim
