,m_poor_1_20,m_poor_1_33,m_poor_1_50,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
2296,0.589359999,0.427925169,0.101969577,2015,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,30 to 45,NA,NA,NA
2297,0.668015242,0.455475777,0.13700524,2015,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,45 to 64,NA,NA,NA
2298,0.706127763,0.497996837,0.182125956,2015,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,65+,NA,NA,NA
2299,0.343606412,0.034445673,0,2015,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,15 to 29,NA,NA,NA
2300,0.212940276,0.081300944,0.024896471,2015,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,30 to 45,NA,NA,NA
2301,0.17015098,0.030838609,0.001022649,2015,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,45 to 64,NA,NA,NA
2302,0.250134766,0.076527551,0,2015,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,65+,NA,NA,NA
2582,0.682289243,0.464528292,0.141520217,2015,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,No education / Preschool,NA,NA
2583,0.452293992,0.267866492,0.088288672,2015,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Primary,NA,NA
2584,0.313577056,0.146792158,0.01987786,2015,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Secondary,NA,NA
2585,0.127795652,0.047236834,0.004287856,2015,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Higher,NA,NA
2586,0.634695828,0.441530228,0.167978495,2015,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
2790,0.809829295,0.625003874,0.19757998,2015,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,No education / Preschool,NA,NA
2791,0.627753794,0.44880566,0.154569194,2015,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Primary,NA,NA
2792,0.514478683,0.330479175,0.048248678,2015,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Secondary,NA,NA
2793,0.426749796,0.226089776,0.011977049,2015,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Higher,NA,NA
2794,0.79967469,0.650066674,0.292163193,2015,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
2795,0.44736281,0.168935329,0.038259204,2015,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,No education / Preschool,NA,NA
2796,0.27092731,0.080835976,0.019776804,2015,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Primary,NA,NA
2797,0.18100588,0.025580557,0.001156495,2015,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Secondary,NA,NA
2798,0.066385463,0.010497441,0.002708367,2015,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,Higher,NA,NA
2799,0.411537051,0.159453303,0,2015,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
3090,0.425102741,0.247948647,0.065413162,2015,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3091,0.365953237,0.20855692,0.048323657,2015,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,2,NA
3174,0.656399071,0.469853699,0.126536906,2015,State,urban/rural,Gender,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3175,0.533142567,0.375121683,0.109762631,2015,State,urban/rural,Gender,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,2,NA
3176,0.22297886,0.054031543,0.011998705,2015,State,urban/rural,Gender,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3177,0.241692469,0.084760368,0.002660139,2015,State,urban/rural,Gender,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,2,NA
3326,0.296913177,0.103087276,0,2015,State,All,HH Size,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
3327,0.265169829,0.122962765,0.015636614,2015,State,All,HH Size,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,2 to 3
3328,0.353006989,0.208098993,0.060351525,2015,State,All,HH Size,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,4 to 6
3329,0.671633184,0.413094372,0.109349906,2015,State,All,HH Size,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,7+
3494,0.717953026,0.420384079,0,2015,State,urban/rural,HH Size,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
3495,0.431420952,0.299663961,0.040322393,2015,State,urban/rural,HH Size,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,2 to 3
3496,0.592002332,0.423370749,0.136303425,2015,State,urban/rural,HH Size,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,4 to 6
3497,0.770754576,0.555186272,0.139696985,2015,State,urban/rural,HH Size,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,7+
3498,0.17559348,0.011660414,0,2015,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
3499,0.197081953,0.050595071,0.005526592,2015,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,2 to 3
3500,0.182315141,0.054350678,0.006106236,2015,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,4 to 6
3501,0.446019351,0.089673847,0.040275786,2015,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,7+
12,0.105435476,0.033542812,0.00488985,2019,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA
56,0.072663538,0.02368954,0.008120588,2019,State,urban/rural,All Households,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
57,0.106256619,0.033789698,0.0048089,2019,State,urban/rural,All Households,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
167,0.309099346,0.080588192,0.005617822,2019,State,All,Age,state,99,Delhi,NA,NA,15 to 29,NA,NA,NA
168,0.140511036,0.050140709,0.00935942,2019,State,All,Age,state,99,Delhi,NA,NA,30 to 45,NA,NA,NA
169,0.068905696,0.020226786,0.002515272,2019,State,All,Age,state,99,Delhi,NA,NA,45 to 64,NA,NA,NA
170,0.048922975,0.012745496,0,2019,State,All,Age,state,99,Delhi,NA,NA,65+,NA,NA,NA
171,0,0,0,2019,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA
382,0.185601547,0.038910247,0,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,15 to 29,NA,NA,NA
383,0.133348212,0.072083674,0.02686155,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,30 to 45,NA,NA,NA
384,0.038208939,0,0,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,45 to 64,NA,NA,NA
385,0.044848319,0.003612526,0,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,65+,NA,NA,NA
386,0.310813665,0.081166737,0.005695805,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,15 to 29,NA,NA,NA
387,0.140654162,0.049702246,0.009009695,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,30 to 45,NA,NA,NA
388,0.069733828,0.020772465,0.002583129,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,45 to 64,NA,NA,NA
389,0.049073201,0.013082215,0,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,65+,NA,NA,NA
390,0,0,0,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
706,0.212800771,0.098096892,0.020224055,2019,State,All,Education,state,99,Delhi,NA,NA,NA,No education / Preschool,NA,NA
707,0.180422887,0.061718829,0.008703086,2019,State,All,Education,state,99,Delhi,NA,NA,NA,Primary,NA,NA
708,0.078507893,0.014671746,0.000303445,2019,State,All,Education,state,99,Delhi,NA,NA,NA,Secondary,NA,NA
709,0.018005325,0.002433774,0,2019,State,All,Education,state,99,Delhi,NA,NA,NA,Higher,NA,NA
710,0.172465369,0,0,2019,State,All,Education,state,99,Delhi,NA,NA,NA,NA,NA,NA
923,0.105572641,0.031227961,0.02610402,2019,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,No education / Preschool,NA,NA
924,0.266853064,0.122197464,0.039420538,2019,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Primary,NA,NA
925,0.04365937,0.010372018,0,2019,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Secondary,NA,NA
926,0.019726794,0,0,2019,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Higher,NA,NA
927,0,0,0,2019,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
928,0.215092614,0.099526122,0.020098379,2019,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,No education / Preschool,NA,NA
929,0.178752854,0.060550243,0.008109554,2019,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Primary,NA,NA
930,0.079498306,0.014793945,0.000312069,2019,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Secondary,NA,NA
931,0.017965149,0.002490574,0,2019,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Higher,NA,NA
932,0.181433648,0,0,2019,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
1230,0.106809095,0.033200767,0.004635413,2019,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,1,NA
1231,0.098156966,0.035494711,0.006295013,2019,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,2,NA
1232,0,0,0,2019,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,NA,NA
1357,0.069493048,0.022673424,0.004549099,2019,State,urban/rural,Gender,statesector,0,Delhi,NA,NA,NA,NA,1,NA
1358,0.091980182,0.029880352,0.029880352,2019,State,urban/rural,Gender,statesector,0,Delhi,NA,NA,NA,NA,2,NA
1359,0.107759617,0.033468921,0.004637611,2019,State,urban/rural,Gender,statesector,1,Delhi,NA,NA,NA,NA,1,NA
1360,0.098298058,0.035622958,0.005756253,2019,State,urban/rural,Gender,statesector,1,Delhi,NA,NA,NA,NA,2,NA
1361,0,0,0,2019,State,urban/rural,Gender,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
1559,0.216370106,0.026132388,0,2019,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,1
1560,0.092531927,0.017067662,0.001985165,2019,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,2 to 3
1561,0.099249616,0.032597028,0.005177933,2019,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,4 to 6
1562,0.128440753,0.04792165,0.006182881,2019,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,7+
1734,0.377734393,0.188867196,0,2019,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,1
1735,0.058137801,0,0,2019,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,2 to 3
1736,0.084037945,0.028142691,0.013307683,2019,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,4 to 6
1737,0.050530825,0.018737469,0,2019,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,7+
1738,0.21481812,0.024567222,0,2019,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,1
1739,0.092972621,0.017286351,0.002010601,2019,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,2 to 3
1740,0.099612325,0.032703239,0.004984085,2019,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,4 to 6
1741,0.131401181,0.049030591,0.006417818,2019,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,7+
1968,0.189033136,0.042600293,0.009724814,2015,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA
2011,0.12336468,0.026828697,0,2015,State,urban/rural,All Households,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
2012,0.189583391,0.042732447,0.009806301,2015,State,urban/rural,All Households,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
2115,0.298012853,0.117350973,0.041138917,2015,State,All,Age,state,99,Delhi,NA,NA,15 to 29,NA,NA,NA
2116,0.211072534,0.055244584,0.01503801,2015,State,All,Age,state,99,Delhi,NA,NA,30 to 45,NA,NA,NA
2117,0.170192704,0.027618611,0.00159991,2015,State,All,Age,state,99,Delhi,NA,NA,45 to 64,NA,NA,NA
2118,0.118837267,0.007675085,0,2015,State,All,Age,state,99,Delhi,NA,NA,65+,NA,NA,NA
2303,0.747664273,0.747664273,0,2015,State,urban/rural,Age,statesector,0,Delhi,NA,NA,15 to 29,NA,NA,NA
2304,0.101268493,0,0,2015,State,urban/rural,Age,statesector,0,Delhi,NA,NA,30 to 45,NA,NA,NA
2305,0.101086237,0.00716357,0,2015,State,urban/rural,Age,statesector,0,Delhi,NA,NA,45 to 64,NA,NA,NA
2306,0.113759249,0.008198945,0,2015,State,urban/rural,Age,statesector,0,Delhi,NA,NA,65+,NA,NA,NA
2307,0.296387732,0.115072906,0.041287601,2015,State,urban/rural,Age,statesector,1,Delhi,NA,NA,15 to 29,NA,NA,NA
2308,0.211690038,0.055555262,0.015122579,2015,State,urban/rural,Age,statesector,1,Delhi,NA,NA,30 to 45,NA,NA,NA
2309,0.170828655,0.027806848,0.001614634,2015,State,urban/rural,Age,statesector,1,Delhi,NA,NA,45 to 64,NA,NA,NA
2310,0.118924126,0.007666124,0,2015,State,urban/rural,Age,statesector,1,Delhi,NA,NA,65+,NA,NA,NA
2587,0.342368126,0.11762812,0.03337552,2015,State,All,Education,state,99,Delhi,NA,NA,NA,No education / Preschool,NA,NA
2588,0.274691164,0.063726135,0.012801324,2015,State,All,Education,state,99,Delhi,NA,NA,NA,Primary,NA,NA
2589,0.133125097,0.012920687,0.000954238,2015,State,All,Education,state,99,Delhi,NA,NA,NA,Secondary,NA,NA
2590,0.043389391,0.004006,0.000692282,2015,State,All,Education,state,99,Delhi,NA,NA,NA,Higher,NA,NA
2591,0.161269605,0.036542349,0,2015,State,All,Education,state,99,Delhi,NA,NA,NA,NA,NA,NA
2800,0.22777465,0.098490521,0,2015,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,No education / Preschool,NA,NA
2801,0.054761481,0.003405339,0,2015,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Primary,NA,NA
2802,0.107956983,0.011035157,0,2015,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Secondary,NA,NA
2803,0.049340785,0,0,2015,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,Higher,NA,NA
2804,0.649351537,0,0,2015,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
2805,0.343377948,0.117796764,0.033669632,2015,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,No education / Preschool,NA,NA
2806,0.275907725,0.064059809,0.012872135,2015,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Primary,NA,NA
2807,0.133381769,0.012939916,0.00096397,2015,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Secondary,NA,NA
2808,0.043352287,0.004030974,0.000696597,2015,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,Higher,NA,NA
2809,0.152193174,0.037221894,0,2015,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
3092,0.189447626,0.042067312,0.009431237,2015,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,1,NA
3093,0.185525507,0.04711064,0.0122092,2015,State,All,Gender,state,99,Delhi,NA,NA,NA,NA,2,NA
3178,0.109842941,0.03059363,0,2015,State,urban/rural,Gender,statesector,0,Delhi,NA,NA,NA,NA,1,NA
3179,0.219719842,0,0,2015,State,urban/rural,Gender,statesector,0,Delhi,NA,NA,NA,NA,2,NA
3180,0.190101594,0.042161569,0.009508716,2015,State,urban/rural,Gender,statesector,1,Delhi,NA,NA,NA,NA,1,NA
3181,0.185191393,0.047570959,0.012328496,2015,State,urban/rural,Gender,statesector,1,Delhi,NA,NA,NA,NA,2,NA
3330,0.189302832,0.043908328,0.001670255,2015,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,1
3331,0.120135508,0.030501366,0.004348392,2015,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,2 to 3
3332,0.186460122,0.040852588,0.012552853,2015,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,4 to 6
3333,0.234164327,0.053363811,0.006905956,2015,State,All,HH Size,state,99,Delhi,NA,NA,NA,NA,NA,7+
3502,0,0,0,2015,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,1
3503,0.016431442,0.016431442,0,2015,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,2 to 3
3504,0.191052526,0.037924308,0,2015,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,4 to 6
3505,0,0,0,2015,State,urban/rural,HH Size,statesector,0,Delhi,NA,NA,NA,NA,NA,7+
3506,0.189804718,0.044024739,0.001674683,2015,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,1
3507,0.121184416,0.030643675,0.004392374,2015,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,2 to 3
3508,0.186418235,0.040879294,0.012667334,2015,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,4 to 6
3509,0.235583812,0.053687297,0.006947819,2015,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,7+
13,0.077828497,0.013937999,0.001360812,2019,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA
58,0.104852423,0.028414149,0.003376751,2019,State,urban/rural,All Households,statesector,0,Goa,NA,NA,NA,NA,NA,NA
59,0.059586637,0.004166212,0,2019,State,urban/rural,All Households,statesector,1,Goa,NA,NA,NA,NA,NA,NA
172,0.205293164,0.068415336,0,2019,State,All,Age,state,99,Goa,NA,NA,15 to 29,NA,NA,NA
173,0.130492479,0.02737624,0.00550436,2019,State,All,Age,state,99,Goa,NA,NA,30 to 45,NA,NA,NA
174,0.061955832,0.006735127,0,2019,State,All,Age,state,99,Goa,NA,NA,45 to 64,NA,NA,NA
175,0.042062707,0.008590381,0,2019,State,All,Age,state,99,Goa,NA,NA,65+,NA,NA,NA
176,0,0,0,2019,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA
391,0.269499332,0.22988528,0,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,15 to 29,NA,NA,NA
392,0.189377412,0.062025059,0.018081868,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,30 to 45,NA,NA,NA
393,0.089663573,0.015644366,0,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,45 to 64,NA,NA,NA
394,0.067680448,0.018333456,0,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,65+,NA,NA,NA
395,0.185594141,0.018874951,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,15 to 29,NA,NA,NA
396,0.104722358,0.012212696,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,30 to 45,NA,NA,NA
397,0.041009583,0,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,45 to 64,NA,NA,NA
398,0.019475779,0,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,65+,NA,NA,NA
399,0,0,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,NA,NA,NA,NA
711,0.108752407,0.013535434,0,2019,State,All,Education,state,99,Goa,NA,NA,NA,No education / Preschool,NA,NA
712,0.144569308,0.049549058,0.00779133,2019,State,All,Education,state,99,Goa,NA,NA,NA,Primary,NA,NA
713,0.060535111,0.00483273,0,2019,State,All,Education,state,99,Goa,NA,NA,NA,Secondary,NA,NA
714,0.024116434,0.003746299,0,2019,State,All,Education,state,99,Goa,NA,NA,NA,Higher,NA,NA
715,0,0,0,2019,State,All,Education,state,99,Goa,NA,NA,NA,NA,NA,NA
933,0.107318006,0.017627673,0,2019,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,No education / Preschool,NA,NA
934,0.219945267,0.104369491,0.01784878,2019,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,Primary,NA,NA
935,0.071671128,0.007448879,0,2019,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,Secondary,NA,NA
936,0.054769043,0.015820188,0,2019,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,Higher,NA,NA
937,0,0,0,2019,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,NA,NA,NA
938,0.109920055,0.010204216,0,2019,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,No education / Preschool,NA,NA
939,0.086176872,0.007080633,0,2019,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,Primary,NA,NA
940,0.05229592,0.002897124,0,2019,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,Secondary,NA,NA
941,0.014605512,0,0,2019,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,Higher,NA,NA
942,0,0,0,2019,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,NA,NA,NA
1233,0.076445729,0.01547101,0.001744956,2019,State,All,Gender,state,99,Goa,NA,NA,NA,NA,1,NA
1234,0.083067223,0.008542362,0,2019,State,All,Gender,state,99,Goa,NA,NA,NA,NA,2,NA
1235,0,0,0,2019,State,All,Gender,state,99,Goa,NA,NA,NA,NA,NA,NA
1362,0.104150124,0.031987488,0.004544733,2019,State,urban/rural,Gender,statesector,0,Goa,NA,NA,NA,NA,1,NA
1363,0.10688284,0.018083267,0,2019,State,urban/rural,Gender,statesector,0,Goa,NA,NA,NA,NA,2,NA
1364,0.05917903,0.00517715,0,2019,State,urban/rural,Gender,statesector,1,Goa,NA,NA,NA,NA,1,NA
1365,0.061744139,0,0,2019,State,urban/rural,Gender,statesector,1,Goa,NA,NA,NA,NA,2,NA
1366,0,0,0,2019,State,urban/rural,Gender,statesector,1,Goa,NA,NA,NA,NA,NA,NA
1563,0.177848443,0.074147761,0,2019,State,All,HH Size,state,99,Goa,NA,NA,NA,NA,NA,1
1564,0.061957985,0.01368488,0,2019,State,All,HH Size,state,99,Goa,NA,NA,NA,NA,NA,2 to 3
1565,0.07284949,0.010833565,0,2019,State,All,HH Size,state,99,Goa,NA,NA,NA,NA,NA,4 to 6
1566,0.120962523,0.023042383,0.010387146,2019,State,All,HH Size,state,99,Goa,NA,NA,NA,NA,NA,7+
1742,0.23420839,0.106088459,0,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,1
1743,0.108216248,0.030792886,0,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,2 to 3
1744,0.089333408,0.019367767,0,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,4 to 6
1745,0.151807398,0.054791886,0.024699327,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,7+
1746,0.082629271,0.020184496,0,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,1
1747,0.036213525,0.004163632,0,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,2 to 3
1748,0.061265647,0.004836272,0,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,4 to 6
1749,0.098576672,0,0,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,7+
1969,0.148624003,0.054931805,0.004244593,2015,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA
2013,0.218054116,0.077603497,0.004920499,2015,State,urban/rural,All Households,statesector,0,Goa,NA,NA,NA,NA,NA,NA
2014,0.106852688,0.041291807,0.003837946,2015,State,urban/rural,All Households,statesector,1,Goa,NA,NA,NA,NA,NA,NA
